ASSERTION	AAECAAMBAJqZmZmZmak/
ASSERTION	AAEDAAEFAAAAAAAAwFhAAQAAAAAAAECPQA==
RUN	authservice.AuthServicePerfSimulation	authserviceperfsimulation	1606149429141	 	3.4.1
USER	Authenticate combo	START	1606149429897
USER	Authenticate combo	START	1606149430392
REQUEST		auth	1606149429918	1606149430409	OK	 
USER	Authenticate combo	END	1606149430424
REQUEST		auth	1606149430393	1606149430766	OK	 
USER	Authenticate combo	END	1606149430767
USER	Authenticate combo	START	1606149430893
USER	Authenticate combo	START	1606149431015
USER	Authenticate combo	START	1606149431143
USER	Authenticate combo	START	1606149431265
REQUEST		auth	1606149430894	1606149431271	OK	 
USER	Authenticate combo	END	1606149431272
REQUEST		auth	1606149431016	1606149431390	OK	 
USER	Authenticate combo	END	1606149431391
USER	Authenticate combo	START	1606149431393
REQUEST		auth	1606149431144	1606149431516	OK	 
USER	Authenticate combo	END	1606149431516
USER	Authenticate combo	START	1606149431517
REQUEST		auth	1606149431266	1606149431644	OK	 
USER	Authenticate combo	END	1606149431644
USER	Authenticate combo	START	1606149431644
REQUEST		auth	1606149431393	1606149431763	OK	 
USER	Authenticate combo	END	1606149431763
USER	Authenticate combo	START	1606149431765
REQUEST		auth	1606149431517	1606149431890	OK	 
USER	Authenticate combo	END	1606149431891
USER	Authenticate combo	START	1606149431894
USER	Authenticate combo	START	1606149431969
REQUEST		auth	1606149431644	1606149432002	OK	 
USER	Authenticate combo	END	1606149432002
USER	Authenticate combo	START	1606149432054
REQUEST		auth	1606149431766	1606149432125	OK	 
USER	Authenticate combo	END	1606149432125
USER	Authenticate combo	START	1606149432136
USER	Authenticate combo	START	1606149432221
REQUEST		auth	1606149431894	1606149432253	OK	 
USER	Authenticate combo	END	1606149432254
USER	Authenticate combo	START	1606149432304
REQUEST		auth	1606149431970	1606149432334	OK	 
USER	Authenticate combo	END	1606149432334
USER	Authenticate combo	START	1606149432389
REQUEST		auth	1606149432054	1606149432411	OK	 
USER	Authenticate combo	END	1606149432411
USER	Authenticate combo	START	1606149432472
REQUEST		auth	1606149432136	1606149432496	OK	 
USER	Authenticate combo	END	1606149432497
USER	Authenticate combo	START	1606149432553
REQUEST		auth	1606149432221	1606149432585	OK	 
USER	Authenticate combo	END	1606149432586
USER	Authenticate combo	START	1606149432639
REQUEST		auth	1606149432305	1606149432668	OK	 
USER	Authenticate combo	END	1606149432669
USER	Authenticate combo	START	1606149432723
REQUEST		auth	1606149432389	1606149432748	OK	 
USER	Authenticate combo	END	1606149432748
USER	Authenticate combo	START	1606149432806
REQUEST		auth	1606149432473	1606149432833	OK	 
USER	Authenticate combo	END	1606149432833
USER	Authenticate combo	START	1606149432891
REQUEST		auth	1606149432554	1606149432912	OK	 
USER	Authenticate combo	END	1606149432912
USER	Authenticate combo	START	1606149432942
REQUEST		auth	1606149432640	1606149432999	OK	 
USER	Authenticate combo	START	1606149432999
USER	Authenticate combo	END	1606149433000
USER	Authenticate combo	START	1606149433052
REQUEST		auth	1606149432723	1606149433082	OK	 
USER	Authenticate combo	END	1606149433082
USER	Authenticate combo	START	1606149433109
REQUEST		auth	1606149432806	1606149433165	OK	 
USER	Authenticate combo	START	1606149433164
USER	Authenticate combo	END	1606149433166
USER	Authenticate combo	START	1606149433223
REQUEST		auth	1606149432891	1606149433250	OK	 
USER	Authenticate combo	END	1606149433251
USER	Authenticate combo	START	1606149433277
REQUEST		auth	1606149432943	1606149433302	OK	 
USER	Authenticate combo	END	1606149433302
USER	Authenticate combo	START	1606149433332
REQUEST		auth	1606149432999	1606149433358	OK	 
USER	Authenticate combo	END	1606149433359
USER	Authenticate combo	START	1606149433385
REQUEST		auth	1606149433053	1606149433415	OK	 
USER	Authenticate combo	END	1606149433416
USER	Authenticate combo	START	1606149433443
